,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),State,Area,National_share
8231,2018-07-28,Northern,658.16,452.05,30.72,30.61,314.44,297.18,Haryana,44212.0,1.34
8232,2018-07-28,Northern,658.16,452.05,30.72,30.61,314.44,297.18,Jammu and Kashmir,42241.0,1.28
8233,2018-07-28,Northern,658.16,452.05,30.72,30.61,314.44,297.18,Delhi,1483.0,0.04
8234,2018-07-28,Northern,658.16,452.05,30.72,30.61,314.44,297.18,Chandigarh,114.0,0.003
8235,2018-07-28,Western,"1,097.91","1,036.85",14.06,32.75,21.91,21.15,Maharashtra,307713.0,9.36
8236,2018-07-28,Western,"1,097.91","1,036.85",14.06,32.75,21.91,21.15,Gujarat,196024.0,5.96
8237,2018-07-28,Western,"1,097.91","1,036.85",14.06,32.75,21.91,21.15,Goa,3702.0,0.11
8238,2018-07-28,Western,"1,097.91","1,036.85",14.06,32.75,21.91,21.15,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8239,2018-07-28,Southern,573.65,480.37,40.09,59.67,62.52,114.37,Karnataka,191791.0,5.83
8240,2018-07-28,Southern,573.65,480.37,40.09,59.67,62.52,114.37,Andhra Pradesh,162970.0,4.87
8241,2018-07-28,Southern,573.65,480.37,40.09,59.67,62.52,114.37,Tamil Nadu,130058.0,3.95
8242,2018-07-28,Southern,573.65,480.37,40.09,59.67,62.52,114.37,Telangana,112077.0,3.49
8243,2018-07-28,Southern,573.65,480.37,40.09,59.67,62.52,114.37,Kerala,38863.0,1.18
8244,2018-07-28,Southern,573.65,480.37,40.09,59.67,62.52,114.37,Puducherry,492.0,0.01
8245,2018-07-28,Eastern,452.09,444.38,0.0,0.0,69.16,78.22,Odisha,155707.0,4.73
8246,2018-07-28,Eastern,452.09,444.38,0.0,0.0,69.16,78.22,Bihar,94163.0,2.86
8247,2018-07-28,Eastern,452.09,444.38,0.0,0.0,69.16,78.22,West Bengal,88752.0,2.7
8248,2018-07-28,Eastern,452.09,444.38,0.0,0.0,69.16,78.22,Jharkhand,79714.0,2.42
8250,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Rajasthan,342239.0,10.55
8251,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Uttar Pradesh,240928.0,7.33
8252,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Ladakh,59146.0,1.8
8253,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Himachal Pradesh,55673.0,1.7
8254,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Uttarakhand,53483.0,1.62
8255,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Punjab,50362.0,1.53
8256,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Haryana,44212.0,1.34
8257,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Jammu and Kashmir,42241.0,1.28
8258,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Delhi,1483.0,0.04
8259,2018-07-29,Northern,658.15,441.93,30.72,30.44,314.44,331.92,Chandigarh,114.0,0.003
8260,2018-07-29,Western,"1,097.91","1,067.84",14.06,32.75,21.91,19.04,Maharashtra,307713.0,9.36
8261,2018-07-29,Western,"1,097.91","1,067.84",14.06,32.75,21.91,19.04,Gujarat,196024.0,5.96
8262,2018-07-29,Western,"1,097.91","1,067.84",14.06,32.75,21.91,19.04,Goa,3702.0,0.11
8263,2018-07-29,Western,"1,097.91","1,067.84",14.06,32.75,21.91,19.04,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8264,2018-07-29,Southern,577.65,462.69,40.09,63.16,62.52,106.24,Karnataka,191791.0,5.83
8265,2018-07-29,Southern,577.65,462.69,40.09,63.16,62.52,106.24,Andhra Pradesh,162970.0,4.87
8266,2018-07-29,Southern,577.65,462.69,40.09,63.16,62.52,106.24,Tamil Nadu,130058.0,3.95
8267,2018-07-29,Southern,577.65,462.69,40.09,63.16,62.52,106.24,Telangana,112077.0,3.49
8268,2018-07-29,Southern,577.65,462.69,40.09,63.16,62.52,106.24,Kerala,38863.0,1.18
8269,2018-07-29,Southern,577.65,462.69,40.09,63.16,62.52,106.24,Puducherry,492.0,0.01
8270,2018-07-29,Eastern,452.09,431.32,0.0,0.0,69.16,74.56,Odisha,155707.0,4.73
8271,2018-07-29,Eastern,452.09,431.32,0.0,0.0,69.16,74.56,Bihar,94163.0,2.86
8272,2018-07-29,Eastern,452.09,431.32,0.0,0.0,69.16,74.56,West Bengal,88752.0,2.7
8273,2018-07-29,Eastern,452.09,431.32,0.0,0.0,69.16,74.56,Jharkhand,79714.0,2.42
8275,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Rajasthan,342239.0,10.55
8276,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Uttar Pradesh,240928.0,7.33
8277,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Ladakh,59146.0,1.8
8278,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Himachal Pradesh,55673.0,1.7
8279,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Uttarakhand,53483.0,1.62
8280,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Punjab,50362.0,1.53
8281,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Haryana,44212.0,1.34
8282,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Jammu and Kashmir,42241.0,1.28
8283,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Delhi,1483.0,0.04
8284,2018-07-30,Northern,658.15,475.79,30.72,30.6,314.44,349.96,Chandigarh,114.0,0.003
8285,2018-07-30,Western,"1,095.63","1,137.68",14.06,32.64,21.91,23.76,Maharashtra,307713.0,9.36
8286,2018-07-30,Western,"1,095.63","1,137.68",14.06,32.64,21.91,23.76,Gujarat,196024.0,5.96
8287,2018-07-30,Western,"1,095.63","1,137.68",14.06,32.64,21.91,23.76,Goa,3702.0,0.11
8288,2018-07-30,Western,"1,095.63","1,137.68",14.06,32.64,21.91,23.76,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8289,2018-07-30,Southern,586.15,494.60,40.09,63.78,62.52,118.13,Karnataka,191791.0,5.83
8290,2018-07-30,Southern,586.15,494.60,40.09,63.78,62.52,118.13,Andhra Pradesh,162970.0,4.87
8291,2018-07-30,Southern,586.15,494.60,40.09,63.78,62.52,118.13,Tamil Nadu,130058.0,3.95
8292,2018-07-30,Southern,586.15,494.60,40.09,63.78,62.52,118.13,Telangana,112077.0,3.49
8293,2018-07-30,Southern,586.15,494.60,40.09,63.78,62.52,118.13,Kerala,38863.0,1.18
8294,2018-07-30,Southern,586.15,494.60,40.09,63.78,62.52,118.13,Puducherry,492.0,0.01
8295,2018-07-30,Eastern,452.09,474.02,0.0,0.0,69.16,70.28,Odisha,155707.0,4.73
8296,2018-07-30,Eastern,452.09,474.02,0.0,0.0,69.16,70.28,Bihar,94163.0,2.86
8297,2018-07-30,Eastern,452.09,474.02,0.0,0.0,69.16,70.28,West Bengal,88752.0,2.7
8298,2018-07-30,Eastern,452.09,474.02,0.0,0.0,69.16,70.28,Jharkhand,79714.0,2.42
8300,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Rajasthan,342239.0,10.55
8301,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Uttar Pradesh,240928.0,7.33
8302,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Ladakh,59146.0,1.8
8303,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Himachal Pradesh,55673.0,1.7
8304,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Uttarakhand,53483.0,1.62
8305,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Punjab,50362.0,1.53
8306,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Haryana,44212.0,1.34
8307,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Jammu and Kashmir,42241.0,1.28
8308,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Delhi,1483.0,0.04
8309,2018-07-31,Northern,658.15,529.90,30.72,30.58,314.44,357.01,Chandigarh,114.0,0.003
8310,2018-07-31,Western,"1,106.43","1,120.73",14.06,32.28,21.91,19.68,Maharashtra,307713.0,9.36
8311,2018-07-31,Western,"1,106.43","1,120.73",14.06,32.28,21.91,19.68,Gujarat,196024.0,5.96
8312,2018-07-31,Western,"1,106.43","1,120.73",14.06,32.28,21.91,19.68,Goa,3702.0,0.11
8313,2018-07-31,Western,"1,106.43","1,120.73",14.06,32.28,21.91,19.68,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8314,2018-07-31,Southern,590.15,492.32,40.09,63.87,62.52,98.47,Karnataka,191791.0,5.83
8315,2018-07-31,Southern,590.15,492.32,40.09,63.87,62.52,98.47,Andhra Pradesh,162970.0,4.87
8316,2018-07-31,Southern,590.15,492.32,40.09,63.87,62.52,98.47,Tamil Nadu,130058.0,3.95
8317,2018-07-31,Southern,590.15,492.32,40.09,63.87,62.52,98.47,Telangana,112077.0,3.49
8318,2018-07-31,Southern,590.15,492.32,40.09,63.87,62.52,98.47,Kerala,38863.0,1.18
8319,2018-07-31,Southern,590.15,492.32,40.09,63.87,62.52,98.47,Puducherry,492.0,0.01
8320,2018-07-31,Eastern,464.09,474.24,0.0,0.0,69.16,52.0,Odisha,155707.0,4.73
8321,2018-07-31,Eastern,464.09,474.24,0.0,0.0,69.16,52.0,Bihar,94163.0,2.86
8322,2018-07-31,Eastern,464.09,474.24,0.0,0.0,69.16,52.0,West Bengal,88752.0,2.7
8323,2018-07-31,Eastern,464.09,474.24,0.0,0.0,69.16,52.0,Jharkhand,79714.0,2.42
8325,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Rajasthan,342239.0,10.55
8326,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Uttar Pradesh,240928.0,7.33
8327,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Ladakh,59146.0,1.8
8328,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Himachal Pradesh,55673.0,1.7
8329,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Uttarakhand,53483.0,1.62
8330,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Punjab,50362.0,1.53
8331,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Haryana,44212.0,1.34
8332,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Jammu and Kashmir,42241.0,1.28
8333,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Delhi,1483.0,0.04
8334,2018-08-01,Northern,669.65,558.75,30.72,30.8,327.74,352.26,Chandigarh,114.0,0.003
8335,2018-08-01,Western,"1,094.18","1,134.38",25.06,29.99,43.32,17.41,Maharashtra,307713.0,9.36
8336,2018-08-01,Western,"1,094.18","1,134.38",25.06,29.99,43.32,17.41,Gujarat,196024.0,5.96
8337,2018-08-01,Western,"1,094.18","1,134.38",25.06,29.99,43.32,17.41,Goa,3702.0,0.11
8338,2018-08-01,Western,"1,094.18","1,134.38",25.06,29.99,43.32,17.41,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8339,2018-08-01,Southern,609.71,495.37,44.55,50.12,84.41,94.56,Karnataka,191791.0,5.83
8340,2018-08-01,Southern,609.71,495.37,44.55,50.12,84.41,94.56,Andhra Pradesh,162970.0,4.87
8341,2018-08-01,Southern,609.71,495.37,44.55,50.12,84.41,94.56,Tamil Nadu,130058.0,3.95
8342,2018-08-01,Southern,609.71,495.37,44.55,50.12,84.41,94.56,Telangana,112077.0,3.49
8343,2018-08-01,Southern,609.71,495.37,44.55,50.12,84.41,94.56,Kerala,38863.0,1.18
8344,2018-08-01,Southern,609.71,495.37,44.55,50.12,84.41,94.56,Puducherry,492.0,0.01
8345,2018-08-01,Eastern,443.45,451.18,0.0,0.0,77.99,50.44,Odisha,155707.0,4.73
8346,2018-08-01,Eastern,443.45,451.18,0.0,0.0,77.99,50.44,Bihar,94163.0,2.86
8347,2018-08-01,Eastern,443.45,451.18,0.0,0.0,77.99,50.44,West Bengal,88752.0,2.7
8348,2018-08-01,Eastern,443.45,451.18,0.0,0.0,77.99,50.44,Jharkhand,79714.0,2.42
8350,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Rajasthan,342239.0,10.55
8351,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Uttar Pradesh,240928.0,7.33
8352,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Ladakh,59146.0,1.8
8353,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Himachal Pradesh,55673.0,1.7
8354,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Uttarakhand,53483.0,1.62
8355,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Punjab,50362.0,1.53
8356,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Haryana,44212.0,1.34
8357,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Jammu and Kashmir,42241.0,1.28
8358,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Delhi,1483.0,0.04
8359,2018-08-02,Northern,669.65,598.95,30.72,30.73,327.74,348.15,Chandigarh,114.0,0.003
8360,2018-08-02,Western,"1,104.18","1,166.09",25.06,30.0,43.32,24.76,Maharashtra,307713.0,9.36
8361,2018-08-02,Western,"1,104.18","1,166.09",25.06,30.0,43.32,24.76,Gujarat,196024.0,5.96
8362,2018-08-02,Western,"1,104.18","1,166.09",25.06,30.0,43.32,24.76,Goa,3702.0,0.11
8363,2018-08-02,Western,"1,104.18","1,166.09",25.06,30.0,43.32,24.76,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8364,2018-08-02,Southern,609.71,494.12,44.55,25.46,84.41,105.75,Karnataka,191791.0,5.83
8365,2018-08-02,Southern,609.71,494.12,44.55,25.46,84.41,105.75,Andhra Pradesh,162970.0,4.87
8366,2018-08-02,Southern,609.71,494.12,44.55,25.46,84.41,105.75,Tamil Nadu,130058.0,3.95
8367,2018-08-02,Southern,609.71,494.12,44.55,25.46,84.41,105.75,Telangana,112077.0,3.49
8368,2018-08-02,Southern,609.71,494.12,44.55,25.46,84.41,105.75,Kerala,38863.0,1.18
8369,2018-08-02,Southern,609.71,494.12,44.55,25.46,84.41,105.75,Puducherry,492.0,0.01
8370,2018-08-02,Eastern,444.77,444.80,0.0,0.0,77.99,57.08,Odisha,155707.0,4.73
8371,2018-08-02,Eastern,444.77,444.80,0.0,0.0,77.99,57.08,Bihar,94163.0,2.86
8372,2018-08-02,Eastern,444.77,444.80,0.0,0.0,77.99,57.08,West Bengal,88752.0,2.7
8373,2018-08-02,Eastern,444.77,444.80,0.0,0.0,77.99,57.08,Jharkhand,79714.0,2.42
8375,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Rajasthan,342239.0,10.55
8376,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Uttar Pradesh,240928.0,7.33
8377,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Ladakh,59146.0,1.8
8378,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Himachal Pradesh,55673.0,1.7
8379,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Uttarakhand,53483.0,1.62
8380,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Punjab,50362.0,1.53
8381,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Haryana,44212.0,1.34
8382,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Jammu and Kashmir,42241.0,1.28
8383,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Delhi,1483.0,0.04
8384,2018-08-03,Northern,669.65,612.07,30.72,30.59,327.74,343.92,Chandigarh,114.0,0.003
8385,2018-08-03,Western,"1,107.12","1,181.37",25.06,30.02,43.32,23.43,Maharashtra,307713.0,9.36
8386,2018-08-03,Western,"1,107.12","1,181.37",25.06,30.02,43.32,23.43,Gujarat,196024.0,5.96
8387,2018-08-03,Western,"1,107.12","1,181.37",25.06,30.02,43.32,23.43,Goa,3702.0,0.11
8388,2018-08-03,Western,"1,107.12","1,181.37",25.06,30.02,43.32,23.43,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8389,2018-08-03,Southern,609.71,512.28,44.55,25.3,84.41,108.54,Karnataka,191791.0,5.83
8390,2018-08-03,Southern,609.71,512.28,44.55,25.3,84.41,108.54,Andhra Pradesh,162970.0,4.87
8391,2018-08-03,Southern,609.71,512.28,44.55,25.3,84.41,108.54,Tamil Nadu,130058.0,3.95
8392,2018-08-03,Southern,609.71,512.28,44.55,25.3,84.41,108.54,Telangana,112077.0,3.49
8393,2018-08-03,Southern,609.71,512.28,44.55,25.3,84.41,108.54,Kerala,38863.0,1.18
8394,2018-08-03,Southern,609.71,512.28,44.55,25.3,84.41,108.54,Puducherry,492.0,0.01
8395,2018-08-03,Eastern,444.77,455.76,0.0,0.0,77.99,63.57,Odisha,155707.0,4.73
8396,2018-08-03,Eastern,444.77,455.76,0.0,0.0,77.99,63.57,Bihar,94163.0,2.86
8397,2018-08-03,Eastern,444.77,455.76,0.0,0.0,77.99,63.57,West Bengal,88752.0,2.7
8398,2018-08-03,Eastern,444.77,455.76,0.0,0.0,77.99,63.57,Jharkhand,79714.0,2.42
8400,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Rajasthan,342239.0,10.55
8401,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Uttar Pradesh,240928.0,7.33
8402,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Ladakh,59146.0,1.8
8403,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Himachal Pradesh,55673.0,1.7
8404,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Uttarakhand,53483.0,1.62
8405,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Punjab,50362.0,1.53
8406,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Haryana,44212.0,1.34
8407,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Jammu and Kashmir,42241.0,1.28
8408,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Delhi,1483.0,0.04
8409,2018-08-04,Northern,664.65,637.84,30.72,26.66,327.74,338.35,Chandigarh,114.0,0.003
8410,2018-08-04,Western,"1,107.12","1,178.96",25.06,30.11,43.32,19.44,Maharashtra,307713.0,9.36
8411,2018-08-04,Western,"1,107.12","1,178.96",25.06,30.11,43.32,19.44,Gujarat,196024.0,5.96
8412,2018-08-04,Western,"1,107.12","1,178.96",25.06,30.11,43.32,19.44,Goa,3702.0,0.11
8413,2018-08-04,Western,"1,107.12","1,178.96",25.06,30.11,43.32,19.44,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8414,2018-08-04,Southern,611.32,506.79,44.55,25.28,84.41,101.55,Karnataka,191791.0,5.83
8415,2018-08-04,Southern,611.32,506.79,44.55,25.28,84.41,101.55,Andhra Pradesh,162970.0,4.87
8416,2018-08-04,Southern,611.32,506.79,44.55,25.28,84.41,101.55,Tamil Nadu,130058.0,3.95
8417,2018-08-04,Southern,611.32,506.79,44.55,25.28,84.41,101.55,Telangana,112077.0,3.49
8418,2018-08-04,Southern,611.32,506.79,44.55,25.28,84.41,101.55,Kerala,38863.0,1.18
8419,2018-08-04,Southern,611.32,506.79,44.55,25.28,84.41,101.55,Puducherry,492.0,0.01
8420,2018-08-04,Eastern,448.09,464.57,0.0,0.0,77.99,80.25,Odisha,155707.0,4.73
8421,2018-08-04,Eastern,448.09,464.57,0.0,0.0,77.99,80.25,Bihar,94163.0,2.86
8422,2018-08-04,Eastern,448.09,464.57,0.0,0.0,77.99,80.25,West Bengal,88752.0,2.7
8423,2018-08-04,Eastern,448.09,464.57,0.0,0.0,77.99,80.25,Jharkhand,79714.0,2.42
8425,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Rajasthan,342239.0,10.55
8426,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Uttar Pradesh,240928.0,7.33
8427,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Ladakh,59146.0,1.8
8428,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Himachal Pradesh,55673.0,1.7
8429,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Uttarakhand,53483.0,1.62
8430,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Punjab,50362.0,1.53
8431,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Haryana,44212.0,1.34
8432,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Jammu and Kashmir,42241.0,1.28
8433,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Delhi,1483.0,0.04
8434,2018-08-05,Northern,667.84,612.98,30.72,30.59,327.74,332.76,Chandigarh,114.0,0.003
8435,2018-08-05,Western,"1,101.07","1,144.45",25.06,30.12,43.32,12.51,Maharashtra,307713.0,9.36
8436,2018-08-05,Western,"1,101.07","1,144.45",25.06,30.12,43.32,12.51,Gujarat,196024.0,5.96
8437,2018-08-05,Western,"1,101.07","1,144.45",25.06,30.12,43.32,12.51,Goa,3702.0,0.11
8438,2018-08-05,Western,"1,101.07","1,144.45",25.06,30.12,43.32,12.51,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8439,2018-08-05,Southern,611.32,477.93,44.55,25.25,84.41,99.07,Karnataka,191791.0,5.83
8440,2018-08-05,Southern,611.32,477.93,44.55,25.25,84.41,99.07,Andhra Pradesh,162970.0,4.87
8441,2018-08-05,Southern,611.32,477.93,44.55,25.25,84.41,99.07,Tamil Nadu,130058.0,3.95
8442,2018-08-05,Southern,611.32,477.93,44.55,25.25,84.41,99.07,Telangana,112077.0,3.49
8443,2018-08-05,Southern,611.32,477.93,44.55,25.25,84.41,99.07,Kerala,38863.0,1.18
8444,2018-08-05,Southern,611.32,477.93,44.55,25.25,84.41,99.07,Puducherry,492.0,0.01
8445,2018-08-05,Eastern,444.09,451.04,0.0,0.0,77.99,79.19,Odisha,155707.0,4.73
8446,2018-08-05,Eastern,444.09,451.04,0.0,0.0,77.99,79.19,Bihar,94163.0,2.86
8447,2018-08-05,Eastern,444.09,451.04,0.0,0.0,77.99,79.19,West Bengal,88752.0,2.7
8448,2018-08-05,Eastern,444.09,451.04,0.0,0.0,77.99,79.19,Jharkhand,79714.0,2.42
8450,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Rajasthan,342239.0,10.55
8451,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Uttar Pradesh,240928.0,7.33
8452,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Ladakh,59146.0,1.8
8453,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Himachal Pradesh,55673.0,1.7
8454,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Uttarakhand,53483.0,1.62
8455,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Punjab,50362.0,1.53
8456,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Haryana,44212.0,1.34
8457,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Jammu and Kashmir,42241.0,1.28
8458,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Delhi,1483.0,0.04
8459,2018-08-06,Northern,667.84,594.42,30.72,30.62,327.74,330.75,Chandigarh,114.0,0.003
8460,2018-08-06,Western,"1,106.92","1,166.65",25.06,30.12,43.32,16.55,Maharashtra,307713.0,9.36
8461,2018-08-06,Western,"1,106.92","1,166.65",25.06,30.12,43.32,16.55,Gujarat,196024.0,5.96
8462,2018-08-06,Western,"1,106.92","1,166.65",25.06,30.12,43.32,16.55,Goa,3702.0,0.11
8463,2018-08-06,Western,"1,106.92","1,166.65",25.06,30.12,43.32,16.55,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8464,2018-08-06,Southern,611.32,498.24,44.55,26.11,84.41,98.38,Karnataka,191791.0,5.83
8465,2018-08-06,Southern,611.32,498.24,44.55,26.11,84.41,98.38,Andhra Pradesh,162970.0,4.87
8466,2018-08-06,Southern,611.32,498.24,44.55,26.11,84.41,98.38,Tamil Nadu,130058.0,3.95
8467,2018-08-06,Southern,611.32,498.24,44.55,26.11,84.41,98.38,Telangana,112077.0,3.49
8468,2018-08-06,Southern,611.32,498.24,44.55,26.11,84.41,98.38,Kerala,38863.0,1.18
8469,2018-08-06,Southern,611.32,498.24,44.55,26.11,84.41,98.38,Puducherry,492.0,0.01
8470,2018-08-06,Eastern,445.40,444.86,0.0,0.0,77.99,79.49,Odisha,155707.0,4.73
8471,2018-08-06,Eastern,445.40,444.86,0.0,0.0,77.99,79.49,Bihar,94163.0,2.86
8472,2018-08-06,Eastern,445.40,444.86,0.0,0.0,77.99,79.49,West Bengal,88752.0,2.7
8473,2018-08-06,Eastern,445.40,444.86,0.0,0.0,77.99,79.49,Jharkhand,79714.0,2.42
8475,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Rajasthan,342239.0,10.55
8476,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Uttar Pradesh,240928.0,7.33
8477,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Ladakh,59146.0,1.8
8478,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Himachal Pradesh,55673.0,1.7
8479,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Uttarakhand,53483.0,1.62
8480,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Punjab,50362.0,1.53
8481,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Haryana,44212.0,1.34
8482,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Jammu and Kashmir,42241.0,1.28
8483,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Delhi,1483.0,0.04
8484,2018-08-07,Northern,656.82,625.15,30.72,30.6,327.74,284.99,Chandigarh,114.0,0.003
8485,2018-08-07,Western,"1,106.92","1,214.15",25.06,30.12,43.32,20.41,Maharashtra,307713.0,9.36
8486,2018-08-07,Western,"1,106.92","1,214.15",25.06,30.12,43.32,20.41,Gujarat,196024.0,5.96
8487,2018-08-07,Western,"1,106.92","1,214.15",25.06,30.12,43.32,20.41,Goa,3702.0,0.11
8488,2018-08-07,Western,"1,106.92","1,214.15",25.06,30.12,43.32,20.41,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8489,2018-08-07,Southern,611.32,495.79,44.55,26.13,84.41,105.44,Karnataka,191791.0,5.83
8490,2018-08-07,Southern,611.32,495.79,44.55,26.13,84.41,105.44,Andhra Pradesh,162970.0,4.87
8491,2018-08-07,Southern,611.32,495.79,44.55,26.13,84.41,105.44,Tamil Nadu,130058.0,3.95
