,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),State,Area,National_share
8492,2018-08-07,Southern,611.32,495.79,44.55,26.13,84.41,105.44,Telangana,112077.0,3.49
8493,2018-08-07,Southern,611.32,495.79,44.55,26.13,84.41,105.44,Kerala,38863.0,1.18
8494,2018-08-07,Southern,611.32,495.79,44.55,26.13,84.41,105.44,Puducherry,492.0,0.01
8495,2018-08-07,Eastern,445.40,453.80,0.0,0.0,77.99,76.17,Odisha,155707.0,4.73
8496,2018-08-07,Eastern,445.40,453.80,0.0,0.0,77.99,76.17,Bihar,94163.0,2.86
8497,2018-08-07,Eastern,445.40,453.80,0.0,0.0,77.99,76.17,West Bengal,88752.0,2.7
8498,2018-08-07,Eastern,445.40,453.80,0.0,0.0,77.99,76.17,Jharkhand,79714.0,2.42
8500,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Rajasthan,342239.0,10.55
8501,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Uttar Pradesh,240928.0,7.33
8502,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Ladakh,59146.0,1.8
8503,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Himachal Pradesh,55673.0,1.7
8504,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Uttarakhand,53483.0,1.62
8505,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Punjab,50362.0,1.53
8506,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Haryana,44212.0,1.34
8507,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Jammu and Kashmir,42241.0,1.28
8508,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Delhi,1483.0,0.04
8509,2018-08-08,Northern,655.94,637.84,30.72,30.6,327.74,291.62,Chandigarh,114.0,0.003
8510,2018-08-08,Western,"1,106.92","1,262.60",25.06,30.03,43.32,23.29,Maharashtra,307713.0,9.36
8511,2018-08-08,Western,"1,106.92","1,262.60",25.06,30.03,43.32,23.29,Gujarat,196024.0,5.96
8512,2018-08-08,Western,"1,106.92","1,262.60",25.06,30.03,43.32,23.29,Goa,3702.0,0.11
8513,2018-08-08,Western,"1,106.92","1,262.60",25.06,30.03,43.32,23.29,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8514,2018-08-08,Southern,611.32,469.21,44.55,26.18,84.41,121.15,Karnataka,191791.0,5.83
8515,2018-08-08,Southern,611.32,469.21,44.55,26.18,84.41,121.15,Andhra Pradesh,162970.0,4.87
8516,2018-08-08,Southern,611.32,469.21,44.55,26.18,84.41,121.15,Tamil Nadu,130058.0,3.95
8517,2018-08-08,Southern,611.32,469.21,44.55,26.18,84.41,121.15,Telangana,112077.0,3.49
8518,2018-08-08,Southern,611.32,469.21,44.55,26.18,84.41,121.15,Kerala,38863.0,1.18
8519,2018-08-08,Southern,611.32,469.21,44.55,26.18,84.41,121.15,Puducherry,492.0,0.01
8520,2018-08-08,Eastern,445.40,453.10,0.0,0.0,77.99,75.83,Odisha,155707.0,4.73
8521,2018-08-08,Eastern,445.40,453.10,0.0,0.0,77.99,75.83,Bihar,94163.0,2.86
8522,2018-08-08,Eastern,445.40,453.10,0.0,0.0,77.99,75.83,West Bengal,88752.0,2.7
8523,2018-08-08,Eastern,445.40,453.10,0.0,0.0,77.99,75.83,Jharkhand,79714.0,2.42
8525,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Rajasthan,342239.0,10.55
8526,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Uttar Pradesh,240928.0,7.33
8527,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Ladakh,59146.0,1.8
8528,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Himachal Pradesh,55673.0,1.7
8529,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Uttarakhand,53483.0,1.62
8530,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Punjab,50362.0,1.53
8531,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Haryana,44212.0,1.34
8532,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Jammu and Kashmir,42241.0,1.28
8533,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Delhi,1483.0,0.04
8534,2018-08-09,Northern,655.94,672.69,30.72,30.46,327.74,271.04,Chandigarh,114.0,0.003
8535,2018-08-09,Western,"1,117.18","1,243.99",25.06,30.06,43.32,19.97,Maharashtra,307713.0,9.36
8536,2018-08-09,Western,"1,117.18","1,243.99",25.06,30.06,43.32,19.97,Gujarat,196024.0,5.96
8537,2018-08-09,Western,"1,117.18","1,243.99",25.06,30.06,43.32,19.97,Goa,3702.0,0.11
8538,2018-08-09,Western,"1,117.18","1,243.99",25.06,30.06,43.32,19.97,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8539,2018-08-09,Southern,611.32,486.37,44.55,25.34,84.41,124.72,Karnataka,191791.0,5.83
8540,2018-08-09,Southern,611.32,486.37,44.55,25.34,84.41,124.72,Andhra Pradesh,162970.0,4.87
8541,2018-08-09,Southern,611.32,486.37,44.55,25.34,84.41,124.72,Tamil Nadu,130058.0,3.95
8542,2018-08-09,Southern,611.32,486.37,44.55,25.34,84.41,124.72,Telangana,112077.0,3.49
8543,2018-08-09,Southern,611.32,486.37,44.55,25.34,84.41,124.72,Kerala,38863.0,1.18
8544,2018-08-09,Southern,611.32,486.37,44.55,25.34,84.41,124.72,Puducherry,492.0,0.01
8545,2018-08-09,Eastern,445.40,466.52,0.0,0.0,77.99,79.67,Odisha,155707.0,4.73
8546,2018-08-09,Eastern,445.40,466.52,0.0,0.0,77.99,79.67,Bihar,94163.0,2.86
8547,2018-08-09,Eastern,445.40,466.52,0.0,0.0,77.99,79.67,West Bengal,88752.0,2.7
8548,2018-08-09,Eastern,445.40,466.52,0.0,0.0,77.99,79.67,Jharkhand,79714.0,2.42
8550,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Rajasthan,342239.0,10.55
8551,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Uttar Pradesh,240928.0,7.33
8552,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Ladakh,59146.0,1.8
8553,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Himachal Pradesh,55673.0,1.7
8554,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Uttarakhand,53483.0,1.62
8555,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Punjab,50362.0,1.53
8556,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Haryana,44212.0,1.34
8557,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Jammu and Kashmir,42241.0,1.28
8558,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Delhi,1483.0,0.04
8559,2018-08-10,Northern,655.94,717.07,30.72,30.42,327.74,289.19,Chandigarh,114.0,0.003
8560,2018-08-10,Western,"1,111.98","1,231.80",25.06,29.98,43.32,20.88,Maharashtra,307713.0,9.36
8561,2018-08-10,Western,"1,111.98","1,231.80",25.06,29.98,43.32,20.88,Gujarat,196024.0,5.96
8562,2018-08-10,Western,"1,111.98","1,231.80",25.06,29.98,43.32,20.88,Goa,3702.0,0.11
8563,2018-08-10,Western,"1,111.98","1,231.80",25.06,29.98,43.32,20.88,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8564,2018-08-10,Southern,610.87,479.03,44.55,25.01,84.41,134.4,Karnataka,191791.0,5.83
8565,2018-08-10,Southern,610.87,479.03,44.55,25.01,84.41,134.4,Andhra Pradesh,162970.0,4.87
8566,2018-08-10,Southern,610.87,479.03,44.55,25.01,84.41,134.4,Tamil Nadu,130058.0,3.95
8567,2018-08-10,Southern,610.87,479.03,44.55,25.01,84.41,134.4,Telangana,112077.0,3.49
8568,2018-08-10,Southern,610.87,479.03,44.55,25.01,84.41,134.4,Kerala,38863.0,1.18
8569,2018-08-10,Southern,610.87,479.03,44.55,25.01,84.41,134.4,Puducherry,492.0,0.01
8570,2018-08-10,Eastern,430.87,465.25,0.0,0.0,77.99,83.06,Odisha,155707.0,4.73
8571,2018-08-10,Eastern,430.87,465.25,0.0,0.0,77.99,83.06,Bihar,94163.0,2.86
8572,2018-08-10,Eastern,430.87,465.25,0.0,0.0,77.99,83.06,West Bengal,88752.0,2.7
8573,2018-08-10,Eastern,430.87,465.25,0.0,0.0,77.99,83.06,Jharkhand,79714.0,2.42
8575,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Rajasthan,342239.0,10.55
8576,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Uttar Pradesh,240928.0,7.33
8577,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Ladakh,59146.0,1.8
8578,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Himachal Pradesh,55673.0,1.7
8579,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Uttarakhand,53483.0,1.62
8580,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Punjab,50362.0,1.53
8581,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Haryana,44212.0,1.34
8582,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Jammu and Kashmir,42241.0,1.28
8583,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Delhi,1483.0,0.04
8584,2018-08-11,Northern,655.94,670.00,30.72,30.58,327.74,315.08,Chandigarh,114.0,0.003
8585,2018-08-11,Western,"1,127.98","1,183.94",25.06,30.14,43.32,16.12,Maharashtra,307713.0,9.36
8586,2018-08-11,Western,"1,127.98","1,183.94",25.06,30.14,43.32,16.12,Gujarat,196024.0,5.96
8587,2018-08-11,Western,"1,127.98","1,183.94",25.06,30.14,43.32,16.12,Goa,3702.0,0.11
8588,2018-08-11,Western,"1,127.98","1,183.94",25.06,30.14,43.32,16.12,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8589,2018-08-11,Southern,610.87,445.82,44.55,25.25,84.41,118.22,Karnataka,191791.0,5.83
8590,2018-08-11,Southern,610.87,445.82,44.55,25.25,84.41,118.22,Andhra Pradesh,162970.0,4.87
8591,2018-08-11,Southern,610.87,445.82,44.55,25.25,84.41,118.22,Tamil Nadu,130058.0,3.95
8592,2018-08-11,Southern,610.87,445.82,44.55,25.25,84.41,118.22,Telangana,112077.0,3.49
8593,2018-08-11,Southern,610.87,445.82,44.55,25.25,84.41,118.22,Kerala,38863.0,1.18
8594,2018-08-11,Southern,610.87,445.82,44.55,25.25,84.41,118.22,Puducherry,492.0,0.01
8595,2018-08-11,Eastern,430.87,449.78,0.0,0.0,77.99,81.85,Odisha,155707.0,4.73
8596,2018-08-11,Eastern,430.87,449.78,0.0,0.0,77.99,81.85,Bihar,94163.0,2.86
8597,2018-08-11,Eastern,430.87,449.78,0.0,0.0,77.99,81.85,West Bengal,88752.0,2.7
8598,2018-08-11,Eastern,430.87,449.78,0.0,0.0,77.99,81.85,Jharkhand,79714.0,2.42
8600,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Rajasthan,342239.0,10.55
8601,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Uttar Pradesh,240928.0,7.33
8602,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Ladakh,59146.0,1.8
8603,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Himachal Pradesh,55673.0,1.7
8604,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Uttarakhand,53483.0,1.62
8605,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Punjab,50362.0,1.53
8606,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Haryana,44212.0,1.34
8607,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Jammu and Kashmir,42241.0,1.28
8608,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Delhi,1483.0,0.04
8609,2018-08-12,Northern,656.79,596.89,30.72,29.91,327.74,336.43,Chandigarh,114.0,0.003
8610,2018-08-12,Western,"1,127.98","1,141.18",25.06,30.17,43.32,14.2,Maharashtra,307713.0,9.36
8611,2018-08-12,Western,"1,127.98","1,141.18",25.06,30.17,43.32,14.2,Gujarat,196024.0,5.96
8612,2018-08-12,Western,"1,127.98","1,141.18",25.06,30.17,43.32,14.2,Goa,3702.0,0.11
8613,2018-08-12,Western,"1,127.98","1,141.18",25.06,30.17,43.32,14.2,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8614,2018-08-12,Southern,610.87,369.84,44.55,25.33,84.41,117.5,Karnataka,191791.0,5.83
8615,2018-08-12,Southern,610.87,369.84,44.55,25.33,84.41,117.5,Andhra Pradesh,162970.0,4.87
8616,2018-08-12,Southern,610.87,369.84,44.55,25.33,84.41,117.5,Tamil Nadu,130058.0,3.95
8617,2018-08-12,Southern,610.87,369.84,44.55,25.33,84.41,117.5,Telangana,112077.0,3.49
8618,2018-08-12,Southern,610.87,369.84,44.55,25.33,84.41,117.5,Kerala,38863.0,1.18
8619,2018-08-12,Southern,610.87,369.84,44.55,25.33,84.41,117.5,Puducherry,492.0,0.01
8620,2018-08-12,Eastern,430.87,427.46,0.0,0.0,77.99,63.78,Odisha,155707.0,4.73
8621,2018-08-12,Eastern,430.87,427.46,0.0,0.0,77.99,63.78,Bihar,94163.0,2.86
8622,2018-08-12,Eastern,430.87,427.46,0.0,0.0,77.99,63.78,West Bengal,88752.0,2.7
8623,2018-08-12,Eastern,430.87,427.46,0.0,0.0,77.99,63.78,Jharkhand,79714.0,2.42
8625,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Rajasthan,342239.0,10.55
8626,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Uttar Pradesh,240928.0,7.33
8627,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Ladakh,59146.0,1.8
8628,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Himachal Pradesh,55673.0,1.7
8629,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Uttarakhand,53483.0,1.62
8630,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Punjab,50362.0,1.53
8631,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Haryana,44212.0,1.34
8632,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Jammu and Kashmir,42241.0,1.28
8633,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Delhi,1483.0,0.04
8634,2018-08-13,Northern,657.67,629.39,30.72,28.44,327.74,309.32,Chandigarh,114.0,0.003
8635,2018-08-13,Western,"1,127.98","1,204.19",25.06,30.04,43.32,20.69,Maharashtra,307713.0,9.36
8636,2018-08-13,Western,"1,127.98","1,204.19",25.06,30.04,43.32,20.69,Gujarat,196024.0,5.96
8637,2018-08-13,Western,"1,127.98","1,204.19",25.06,30.04,43.32,20.69,Goa,3702.0,0.11
8638,2018-08-13,Western,"1,127.98","1,204.19",25.06,30.04,43.32,20.69,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8639,2018-08-13,Southern,610.87,390.39,44.55,25.33,84.41,138.84,Karnataka,191791.0,5.83
8640,2018-08-13,Southern,610.87,390.39,44.55,25.33,84.41,138.84,Andhra Pradesh,162970.0,4.87
8641,2018-08-13,Southern,610.87,390.39,44.55,25.33,84.41,138.84,Tamil Nadu,130058.0,3.95
8642,2018-08-13,Southern,610.87,390.39,44.55,25.33,84.41,138.84,Telangana,112077.0,3.49
8643,2018-08-13,Southern,610.87,390.39,44.55,25.33,84.41,138.84,Kerala,38863.0,1.18
8644,2018-08-13,Southern,610.87,390.39,44.55,25.33,84.41,138.84,Puducherry,492.0,0.01
8645,2018-08-13,Eastern,430.87,432.54,0.0,0.0,77.99,65.0,Odisha,155707.0,4.73
8646,2018-08-13,Eastern,430.87,432.54,0.0,0.0,77.99,65.0,Bihar,94163.0,2.86
8647,2018-08-13,Eastern,430.87,432.54,0.0,0.0,77.99,65.0,West Bengal,88752.0,2.7
8648,2018-08-13,Eastern,430.87,432.54,0.0,0.0,77.99,65.0,Jharkhand,79714.0,2.42
8650,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Rajasthan,342239.0,10.55
8651,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Uttar Pradesh,240928.0,7.33
8652,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Ladakh,59146.0,1.8
8653,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Himachal Pradesh,55673.0,1.7
8654,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Uttarakhand,53483.0,1.62
8655,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Punjab,50362.0,1.53
8656,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Haryana,44212.0,1.34
8657,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Jammu and Kashmir,42241.0,1.28
8658,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Delhi,1483.0,0.04
8659,2018-08-14,Northern,660.90,649.18,30.72,29.99,327.74,301.93,Chandigarh,114.0,0.003
8660,2018-08-14,Western,"1,127.98","1,247.33",25.06,30.07,43.32,32.93,Maharashtra,307713.0,9.36
8661,2018-08-14,Western,"1,127.98","1,247.33",25.06,30.07,43.32,32.93,Gujarat,196024.0,5.96
8662,2018-08-14,Western,"1,127.98","1,247.33",25.06,30.07,43.32,32.93,Goa,3702.0,0.11
8663,2018-08-14,Western,"1,127.98","1,247.33",25.06,30.07,43.32,32.93,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8664,2018-08-14,Southern,610.87,422.99,44.55,25.34,84.41,157.34,Karnataka,191791.0,5.83
8665,2018-08-14,Southern,610.87,422.99,44.55,25.34,84.41,157.34,Andhra Pradesh,162970.0,4.87
8666,2018-08-14,Southern,610.87,422.99,44.55,25.34,84.41,157.34,Tamil Nadu,130058.0,3.95
8667,2018-08-14,Southern,610.87,422.99,44.55,25.34,84.41,157.34,Telangana,112077.0,3.49
8668,2018-08-14,Southern,610.87,422.99,44.55,25.34,84.41,157.34,Kerala,38863.0,1.18
8669,2018-08-14,Southern,610.87,422.99,44.55,25.34,84.41,157.34,Puducherry,492.0,0.01
8670,2018-08-14,Eastern,430.87,441.61,0.0,0.0,77.99,78.76,Odisha,155707.0,4.73
8671,2018-08-14,Eastern,430.87,441.61,0.0,0.0,77.99,78.76,Bihar,94163.0,2.86
8672,2018-08-14,Eastern,430.87,441.61,0.0,0.0,77.99,78.76,West Bengal,88752.0,2.7
8673,2018-08-14,Eastern,430.87,441.61,0.0,0.0,77.99,78.76,Jharkhand,79714.0,2.42
8675,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Rajasthan,342239.0,10.55
8676,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Uttar Pradesh,240928.0,7.33
8677,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Ladakh,59146.0,1.8
8678,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Himachal Pradesh,55673.0,1.7
8679,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Uttarakhand,53483.0,1.62
8680,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Punjab,50362.0,1.53
8681,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Haryana,44212.0,1.34
8682,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Jammu and Kashmir,42241.0,1.28
8683,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Delhi,1483.0,0.04
8684,2018-08-15,Northern,660.90,578.89,30.72,29.63,327.74,336.9,Chandigarh,114.0,0.003
8685,2018-08-15,Western,"1,136.13","1,174.45",25.06,30.19,43.32,16.67,Maharashtra,307713.0,9.36
8686,2018-08-15,Western,"1,136.13","1,174.45",25.06,30.19,43.32,16.67,Gujarat,196024.0,5.96
8687,2018-08-15,Western,"1,136.13","1,174.45",25.06,30.19,43.32,16.67,Goa,3702.0,0.11
8688,2018-08-15,Western,"1,136.13","1,174.45",25.06,30.19,43.32,16.67,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8689,2018-08-15,Southern,597.37,377.84,44.55,25.42,84.41,139.81,Karnataka,191791.0,5.83
8690,2018-08-15,Southern,597.37,377.84,44.55,25.42,84.41,139.81,Andhra Pradesh,162970.0,4.87
8691,2018-08-15,Southern,597.37,377.84,44.55,25.42,84.41,139.81,Tamil Nadu,130058.0,3.95
8692,2018-08-15,Southern,597.37,377.84,44.55,25.42,84.41,139.81,Telangana,112077.0,3.49
8693,2018-08-15,Southern,597.37,377.84,44.55,25.42,84.41,139.81,Kerala,38863.0,1.18
8694,2018-08-15,Southern,597.37,377.84,44.55,25.42,84.41,139.81,Puducherry,492.0,0.01
8695,2018-08-15,Eastern,423.84,412.94,0.0,0.0,77.99,69.09,Odisha,155707.0,4.73
8696,2018-08-15,Eastern,423.84,412.94,0.0,0.0,77.99,69.09,Bihar,94163.0,2.86
8697,2018-08-15,Eastern,423.84,412.94,0.0,0.0,77.99,69.09,West Bengal,88752.0,2.7
8698,2018-08-15,Eastern,423.84,412.94,0.0,0.0,77.99,69.09,Jharkhand,79714.0,2.42
8700,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Rajasthan,342239.0,10.55
8701,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Uttar Pradesh,240928.0,7.33
8702,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Ladakh,59146.0,1.8
8703,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Himachal Pradesh,55673.0,1.7
8704,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Uttarakhand,53483.0,1.62
8705,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Punjab,50362.0,1.53
8706,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Haryana,44212.0,1.34
8707,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Jammu and Kashmir,42241.0,1.28
8708,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Delhi,1483.0,0.04
8709,2018-08-16,Northern,660.90,594.69,30.72,30.53,327.74,343.23,Chandigarh,114.0,0.003
8710,2018-08-16,Western,"1,135.88","1,167.52",25.06,30.19,43.32,19.76,Maharashtra,307713.0,9.36
8711,2018-08-16,Western,"1,135.88","1,167.52",25.06,30.19,43.32,19.76,Gujarat,196024.0,5.96
8712,2018-08-16,Western,"1,135.88","1,167.52",25.06,30.19,43.32,19.76,Goa,3702.0,0.11
8713,2018-08-16,Western,"1,135.88","1,167.52",25.06,30.19,43.32,19.76,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8714,2018-08-16,Southern,608.87,366.79,44.55,26.29,84.41,152.37,Karnataka,191791.0,5.83
8715,2018-08-16,Southern,608.87,366.79,44.55,26.29,84.41,152.37,Andhra Pradesh,162970.0,4.87
8716,2018-08-16,Southern,608.87,366.79,44.55,26.29,84.41,152.37,Tamil Nadu,130058.0,3.95
8717,2018-08-16,Southern,608.87,366.79,44.55,26.29,84.41,152.37,Telangana,112077.0,3.49
8718,2018-08-16,Southern,608.87,366.79,44.55,26.29,84.41,152.37,Kerala,38863.0,1.18
8719,2018-08-16,Southern,608.87,366.79,44.55,26.29,84.41,152.37,Puducherry,492.0,0.01
8720,2018-08-16,Eastern,423.84,431.46,0.0,0.0,77.99,69.5,Odisha,155707.0,4.73
8721,2018-08-16,Eastern,423.84,431.46,0.0,0.0,77.99,69.5,Bihar,94163.0,2.86
8722,2018-08-16,Eastern,423.84,431.46,0.0,0.0,77.99,69.5,West Bengal,88752.0,2.7
8723,2018-08-16,Eastern,423.84,431.46,0.0,0.0,77.99,69.5,Jharkhand,79714.0,2.42
8725,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Rajasthan,342239.0,10.55
8726,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Uttar Pradesh,240928.0,7.33
8727,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Ladakh,59146.0,1.8
8728,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Himachal Pradesh,55673.0,1.7
8729,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Uttarakhand,53483.0,1.62
8730,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Punjab,50362.0,1.53
8731,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Haryana,44212.0,1.34
8732,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Jammu and Kashmir,42241.0,1.28
8733,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Delhi,1483.0,0.04
8734,2018-08-17,Northern,660.90,616.72,30.72,28.99,327.74,356.42,Chandigarh,114.0,0.003
8735,2018-08-17,Western,"1,133.25","1,136.54",25.06,30.13,43.32,23.05,Maharashtra,307713.0,9.36
8736,2018-08-17,Western,"1,133.25","1,136.54",25.06,30.13,43.32,23.05,Gujarat,196024.0,5.96
8737,2018-08-17,Western,"1,133.25","1,136.54",25.06,30.13,43.32,23.05,Goa,3702.0,0.11
8738,2018-08-17,Western,"1,133.25","1,136.54",25.06,30.13,43.32,23.05,Dadra and Nagar Haveli and Daman and Diu,603.0,0.01
8739,2018-08-17,Southern,605.37,378.49,44.55,26.28,84.41,157.05,Karnataka,191791.0,5.83
8740,2018-08-17,Southern,605.37,378.49,44.55,26.28,84.41,157.05,Andhra Pradesh,162970.0,4.87
8741,2018-08-17,Southern,605.37,378.49,44.55,26.28,84.41,157.05,Tamil Nadu,130058.0,3.95
8742,2018-08-17,Southern,605.37,378.49,44.55,26.28,84.41,157.05,Telangana,112077.0,3.49
8743,2018-08-17,Southern,605.37,378.49,44.55,26.28,84.41,157.05,Kerala,38863.0,1.18
8744,2018-08-17,Southern,605.37,378.49,44.55,26.28,84.41,157.05,Puducherry,492.0,0.01
8745,2018-08-17,Eastern,423.84,457.02,0.0,0.0,77.99,75.28,Odisha,155707.0,4.73
8746,2018-08-17,Eastern,423.84,457.02,0.0,0.0,77.99,75.28,Bihar,94163.0,2.86
8747,2018-08-17,Eastern,423.84,457.02,0.0,0.0,77.99,75.28,West Bengal,88752.0,2.7
8748,2018-08-17,Eastern,423.84,457.02,0.0,0.0,77.99,75.28,Jharkhand,79714.0,2.42
8750,2018-08-18,Northern,660.89,636.59,30.72,30.24,327.74,314.73,Rajasthan,342239.0,10.55
8751,2018-08-18,Northern,660.89,636.59,30.72,30.24,327.74,314.73,Uttar Pradesh,240928.0,7.33
8752,2018-08-18,Northern,660.89,636.59,30.72,30.24,327.74,314.73,Ladakh,59146.0,1.8
8753,2018-08-18,Northern,660.89,636.59,30.72,30.24,327.74,314.73,Himachal Pradesh,55673.0,1.7
8754,2018-08-18,Northern,660.89,636.59,30.72,30.24,327.74,314.73,Uttarakhand,53483.0,1.62
